bgg_id,best,recommended,not_recommended
128843,1,1,1
128844,0+,0+,0+
128845,1,1,1
128846,1,1,1
128847,1,1,1
128848,1,1,1
128849,2,1,1
128850,1,1,1
128851,1,1,1
128856,1,1,1
128860,1,1,1
128867,3,2,1
128869,1,1,1
128875,1,1,1
128876,1,1,1
128877,1,1,1
128883,4,2,1
128886,1,1,1
128887,1,1,1
128888,1,1,1
128889,1,1,1
128890,1,1,1
128891,1,1,1
128892,1,1,1
128893,1,1,1
128894,1,1,1
128895,1,1,1
128896,1,1,1
128899,1,1,1
128900,1,1,1
128901,1,1,1
128906,2,4,1
128907,0+,0+,0+
128908,1,1,1
128909,1,1,1
128912,1,1,1
128913,1,1,1
128915,1,1,1
128922,1,1,1
128925,0+,0+,0+
128928,1,1,1
128929,1,1,1
128930,1,1,1
128939,1,1,1
128940,1,1,1
128941,0+,0+,0+
128942,1,1,1
128943,1,1,1
128945,0+,0+,0+
128946,1,1,1
128947,1,1,1
128948,1,1,1
128949,1,1,1
128950,1,1,1
128951,1,1,1
128952,1,1,1
128954,1,1,1
128955,1,1,1
128956,1,1,1
128957,1,1,1
128958,1,1,1
128959,1,1,1
128960,1,1,1
128962,1,1,1
128964,1,1,1
128967,1,1,1
128968,1,1,1
128971,1,1,1
128972,1,1,1
128973,1,1,1
128974,1,1,1
128975,1,1,1
128976,1,1,1
128982,1,1,1
128983,1,1,1
128984,1,1,1
128985,1,1,1
128986,1,1,1
128987,3,2,4
128988,1,1,1
128989,1,1,1
128990,1,1,1
128991,1,1,1
128992,1,1,1
128994,1,1,1
128998,2,1,2+
129005,1,1,1
129006,1,1,1
129009,1,1,1
129012,1,1,1
129014,1,1,1
129015,0+,0+,0+
129016,0+,0+,0+
129018,0+,0+,0+
129019,1,1,1
129020,1,1,1
129021,1,1,1
129024,1,1,1
129027,1,1,1
129030,0+,0+,0+
129032,1,1,1
129033,3,7,1
129034,1,1,1
129035,1,1,1
129037,1,4,1
129039,1,1,1
129044,1,1,1
129048,0+,0+,0+
129055,0+,0+,0+
129060,1,1,1
129088,1,1,1
129098,1,1,1
129100,1,1,1
129101,1,1,1
129102,1,1,1
129104,1,2,1
129106,0+,0+,0+
129111,1,1,1
129112,1,1,1
129113,4,1,1
129115,1,1,1
129117,1,1,1
129119,1,1,1
129121,1,1,1
129124,1,1,1
129125,1,1,1
129126,1,1,1
129127,4,3,1
129128,1,1,1
129129,1,1,1
129132,1,1,1
129133,1,1,1
129137,4,2,1
129149,1,1,1
129150,1,1,1
129158,1,1,1
129159,1,1,1
129160,1,1,1
129161,1,1,1
129162,0+,0+,0+
129163,2,3,1
129164,0+,0+,0+
129167,0+,0+,0+
129168,0+,0+,0+
129170,0+,0+,0+
129171,0+,0+,0+
129173,2,1,1
129185,1,1,1
129188,1,1,1
129202,0+,0+,0+
129203,0+,0+,0+
129206,1,1,1
129208,1,1,1
129215,1,1,1
129217,1,1,1
129219,1,1,1
129222,1,1,1
129229,1,1,1
129231,1,1,1
129233,1,1,1
129234,1,1,1
129237,4,2,1
129240,0+,0+,0+
129244,2,1,4
129249,1,1,1
129253,1,1,1
129259,1,1,1
129271,1,1,1
129275,1,1,1
129283,1,1,1
129285,0+,0+,0+
129286,0+,0+,0+
129288,1,1,1
129291,0+,0+,0+
129292,2,1,1
129299,0+,0+,0+
129303,2,1,1
129305,1,1,1
129317,1,1,1
129319,1,1,1
129321,1,1,1
129323,1,1,1
129324,1,1,1
129333,1,1,1
129337,1,1,1
129340,1,2,1
129341,2,1,1
129346,1,1,1
129349,1,1,1
129350,1,1,1
129352,1,1,1
129353,1,1,1
129354,1,1,1
129358,4,3,1
129362,2,1,1
129364,2,4,1
129370,0+,0+,0+
129372,3,1,1
129374,1,1,1
129375,1,1,1
129376,1,1,1
129377,1,2,2+
129378,1,1,1
129379,1,1,1
129381,1,1,1
129384,1,1,1
129386,0+,0+,0+
129388,1,1,1
129389,1,1,1
129390,0+,0+,0+
129393,1,1,1
129396,1,1,1
129400,1,1,1
129401,1,1,1
129403,1,1,1
129404,0+,0+,0+
129405,0+,0+,0+
129409,1,2,1
129410,1,1,1
129411,1,1,1
129413,1,2,1
129415,0+,0+,0+
129416,1,1,1
129418,4,1,1
129419,1,1,1
129420,1,1,1
129421,1,1,1
129423,5,3,1
129430,2,2+,1
129431,2,2+,1
129432,2,2+,1
129433,2,2+,1
129434,1,1,1
129435,1,1,1
129436,1,1,1
129438,1,1,1
129439,4,2,1
129440,1,1,1
129441,1,1,1
129442,0+,0+,0+
129443,1,1,1
129444,1,1,1
129445,1,1,1
129446,1,1,1
129447,1,1,1
129451,1,1,1
129452,1,1,1
129453,1,1,1
129454,1,1,1
129455,4,2,1
129460,1,1,1
129461,2,1,1
129462,4,2,1
129463,3,2,1
129466,1,1,1
129467,1,1,1
129470,1,1,1
129471,1,1,1
129474,1,1,1
129476,1,1,1
129477,1,1,1
129478,1,1,1
129479,1,1,1
129480,2,1,1
129482,1,1,1
129484,1,1,1
129485,1,1,1
129487,1,1,1
129488,1,1,1
129490,1,1,1
129491,1,1,1
129494,1,1,1
129497,1,1,1
129499,1,1,1
129501,1,1,1
129502,1,1,1
129503,1,1,1
129504,2,1,1
129505,1,1,1
129506,0+,0+,0+
129508,4,2,1
129513,1,1,1
129514,1,1,1
129521,1,1,1
129522,2,1,1
129523,1,1,1
129525,1,1,1
129526,1,1,1
129527,1,1,1
129528,2,7,1
129529,1,1,1
129531,1,1,1
129543,1,1,1
129544,2,1,1
129547,1,1,1
129548,1,1,1
129551,1,1,1
129554,1,1,1
129559,1,1,1
129560,1,1,1
129562,1,1,1
129563,1,1,1
129564,1,1,1
129565,1,1,1
129566,0+,0+,0+
129567,1,1,1
129570,1,1,1
129571,1,1,1
129572,1,1,1
129576,1,1,1
129579,1,1,1
129585,5,4,1
129593,1,1,1
129594,1,1,1
129595,1,1,1
129596,1,1,1
129597,1,1,1
129598,1,1,1
129599,1,1,1
129600,1,1,1
129601,1,1,1
129602,1,1,1
129605,2,1,1
129606,1,1,1
129611,1,1,1
129612,1,1,1
129617,0+,0+,0+
129618,1,1,1
129619,1,1,1
129620,1,1,1
129631,1,1,1
129632,1,1,1
129633,1,1,1
129635,1,1,1
129637,1,1,1
129638,1,1,1
129643,1,1,1
129644,1,1,1
129648,1,1,1
129649,1,1,1
129650,0+,0+,0+
129651,1,1,1
129652,1,1,1
129653,0+,0+,0+
129654,0+,0+,0+
129655,0+,0+,0+
129669,1,1,1
129670,0+,0+,0+
129671,0+,0+,0+
129672,0+,0+,0+
129688,1,1,1
129689,1,1,1
129690,1,1,1
129691,1,1,1
129693,0+,0+,0+
129694,3,2,1
129695,5,4,1
129697,0+,0+,0+
129698,0+,0+,0+
129699,0+,0+,0+
129700,0+,0+,0+
129701,0+,0+,0+
129702,0+,0+,0+
129705,1,1,1
129718,1,1,1
129719,0+,0+,0+
129721,4,3,4+
129727,1,1,1
129728,1,1,1
129733,1,1,1
129738,1,1,1
129739,1,1,1
129740,0+,0+,0+
129744,1,1,1
129745,1,1,1
129746,1,1,1
129747,1,1,1
129748,2,1,1
129754,1,1,1
129755,1,1,1
129756,1,1,1
129759,1,1,1
129765,1,1,1
129773,1,1,1
129779,1,1,1
129799,0+,0+,0+
129800,1,1,1
129801,1,1,1
129802,1,1,1
129803,1,1,1
129807,1,1,1
129814,2,1,1
129816,1,1,1
129818,1,1,1
129822,1,1,1
129827,1,1,1
129829,1,1,1
129836,1,1,1
129837,1,1,1
129840,1,1,1
129841,2,1,2+
129845,0+,0+,0+
129846,1,1,1
129854,1,1,1
129855,1,1,1
129859,1,1,1
129866,1,1,1
129871,1,1,1
129896,1,1,1
129900,1,1,1
129908,1,1,1
129918,0+,0+,0+
129924,0+,0+,0+
129926,0+,0+,0+
129931,1,1,1
129933,1,1,1
129934,1,1,1
129936,1,1,1
129938,1,1,1
129940,1,1,1
129941,1,1,1
129943,1,1,1
129947,1,1,1
129949,2,1,1
129950,2,1,1
129953,1,1,1
129954,1,2,4+
129956,1,1,1
129961,0+,0+,0+
129962,0+,0+,0+
129968,1,1,1
129970,1,1,1
129972,1,1,1
129979,1,1,1+
129980,0+,0+,0+
129981,0+,0+,0+
129983,1,1,1
129984,0+,0+,0+
129985,1,1,1
129987,1,1,1
129989,1,1,1
129990,1,1,1
129993,1,1,1
130005,1,1,1
130013,1,1,1
130018,2,3,1
130019,4,2,1
130020,3,2,1
130030,1,1,1
130032,1,1,1
130037,0+,0+,0+
130038,0+,0+,0+
130039,2,1,1
130040,2,1,1
130046,6,4,1
130047,1,1,1
130050,1,1,1
130051,1,1,1
130052,4,1,1
130055,1,1,1
130056,1,1,1
130057,1,1,1
130059,0+,0+,0+
130062,1,1,1
130069,1,1,1
130070,1,1,1
130071,1,1,1
130072,1,1,1
130073,1,1,1
130074,1,1,1
130075,1,1,1
130077,1,1,1
130079,2,3,1
130080,1,1,1
130084,3,2,1
130088,1,1,1
130089,1,1,1
130096,1,1,1
130099,1,1,1
130101,1,1,1
130102,1,1,1
130104,1,1,1
130114,0+,0+,0+
130117,0+,0+,0+
130118,1,1,1
130125,0+,0+,0+
130135,1,1,1
130149,3,2,1
130150,1,1,1
130153,1,1,1
130155,1,1,1
130156,1,1,1
130162,1,1,1
130166,1,1,1
130167,1,1,1
130168,1,1,1
130174,0+,0+,0+
130175,1,1,1
130182,1,1,1
130183,1,1,1
130184,1,1,1
130186,4,2,1
130194,1,1,1
130196,4+,4,1
130198,1,1,1
130199,1,1,1
130201,1,1,1
130203,1,1,1
130204,1,1,1
130206,1,1,1
130207,1,1,1
130213,1,1,1
130214,1,1,1
130215,0+,0+,0+
130222,2,1,1
130224,1,1,1
130228,0+,0+,0+
130230,0+,0+,0+
130231,0+,0+,0+
130232,1,1,1
130233,0+,0+,0+
130234,0+,0+,0+
130236,5,3,1
130241,1,1,1
130245,1,1,1
130246,1,1,1
130249,1,1,1
130255,1,1,1
130256,1,1,1
130263,1,1,1
130264,1,1,1
130265,1,1,1
130268,1,1,1
130273,1,1,1
130276,1,1,1
130285,1,1,1
130287,1,1,1
130289,0+,0+,0+
130291,1,4,1
130292,1,1,1
130294,0+,0+,0+
130296,1,1,1
130297,1,1,1
130317,0+,0+,0+
130322,1,1,1
130323,1,1,1
130324,1,1,1
130325,1,1,1
130326,1,1,1
130327,1,1,1
130328,1,1,1
130329,1,1,1
130330,1,1,1
130331,1,1,1
130332,1,1,1
130334,1,1,1
130338,1,1,1
130339,1,1,1
130340,1,1,1
130341,1,1,1
130342,1,1,1
130343,1,1,1
130344,1,1,1
130345,1,1,1
130346,1,1,1
130351,1,1,1
130353,1,1,1
130355,3,1,2
130356,1,1,1
130361,1,1,1
130362,1,1,1
130377,1,1,1
130379,1,1,1
130380,1,1,1
130397,5,3,1
130398,1,1,1
130399,3,2,1
130402,5,3,1
130404,1,1,1
130405,1,3,1
130406,5,2,1
130407,1,1,1
130409,1,1,1
130410,1,1,1
130411,1,1,1
130412,2,1,2+
130417,2,6,8+
130418,1,1,1
130419,1,1,1
130420,1,1,1
130421,1,1,1
130422,1,1,1
130423,1,1,1
130424,4,2,1
130425,1,1,1
130426,1,1,1
130427,1,1,1
130428,1,1,1
130429,1,1,1
130430,1,1,1
130431,1,1,1
130432,1,1,1
130433,1,1,1
130434,1,1,1
130437,1,1,1
130441,1,1,1
130442,1,1,1
130443,1,1,1
130446,1,1,1
130450,1,1,1
130451,1,1,1
130452,1,1,1
130453,1,1,1
130454,1,1,1
130458,1,1,1
130460,1,1,1
130462,1,1,1
130463,1,1,1
130464,1,1,1
130465,1,1,1
130466,3,2,1
130469,1,1,1
130471,2,1,1
130472,1,1,1
130477,1,1,1
130478,1,1,1
130480,0+,0+,0+
130481,1,1,1
130482,1,1,1
130483,1,1,1
130484,1,1,1
130485,1,1,1
130489,1,1,1
130491,1,1,1
130492,1,1,1
130494,1,1,1
130495,1,1,1
130496,1,1,1
130498,1,1,1+
130500,1,1,1
130507,1,1,1
130508,1,1,1
130510,1,1,1
130511,1,1,1
130518,1,1,1
130521,1,1,1
130523,1,1,1
130524,0+,0+,0+
130525,0+,0+,0+
130526,1,1,1
130528,1,1,1
130529,1,1,1
130530,1,1,1
130531,1,1,1
130534,1,1,1
130541,1,1,1
130542,1,1,1
130543,1,1,1
130544,1,1,1
130545,1,1,1
130554,1,1,1
130555,1,1,1
130559,4,1,1
130560,1,1,1
130561,0+,0+,0+
130562,1,1,1
130565,4,4,1
130567,1,1,1
130568,0+,0+,0+
130569,0+,0+,0+
130574,0+,0+,0+
130577,1,1,1
130579,2,3,1
130581,1,1,1
130582,2,1,1
130583,4,2,1
130593,2,3,1
130595,1,1,1
130599,1,1,1
130601,1,1,1
130604,1,1,1
130608,1,1,1
130610,1,1,1
130611,1,1,1
130612,2,1,2+
130613,1,1,1
130615,1,1,1
130622,1,1,1
130627,1,1,1
130628,1,1,1
130629,1,1,1
130630,0+,0+,0+
130631,4,1,1
130632,1,1,1
130634,1,1,1
130635,0+,0+,0+
130636,1,1,1
130641,1,1,1
130644,1,1,1
130647,1,1,1
130649,1,1,1
130650,1,1,1
130653,1,1,1
130654,1,1,1
130655,1,1,1
130658,1,1,1
130659,1,1,1
130660,1,1,1
130662,1,1,1
130663,1,1,1
130664,1,1,1
130666,6,1,4
130667,2,4,1
130671,2,1,1
130672,1,2,2+
130673,1,1,1
130675,1,1,1
130676,2,1,1
130677,1,1,1
130678,1,1,1
130681,1,1,1
130683,1,1,1
130691,1,1,1+
130692,0+,0+,0+
130702,1,1,1
130704,1,3,5
130713,4,3,1
130715,2,2+,1
130716,1,1,1
130719,1,1,1
130721,0+,0+,0+
130728,1,1,1
130730,0+,0+,0+
130731,1,1,1
130732,1,1,1
130735,1,1,1
130746,0+,0+,0+
130747,1,1,1
130748,1,1,1
130750,1,1,1
130751,1,1,1
130752,2,2,1
130753,1,1,1
130756,1,1,1
130767,1,1,1
130768,1,1,1
130771,1,1,1
130772,1,1,1
130774,1,1,1
130775,1,1,1
130776,1,1,1
130777,1,1,1
130778,1,1,1
130782,1,1,1
130784,1,1,1
130788,6,5,1
130791,2,4,1
130794,0+,0+,0+
130795,1,1,1
130797,1,1,1
130798,1,1,1
130800,1,1,1
130801,2,1,1
130802,1,1,1
130805,1,1,1
130806,2,1,1
130807,1,1,1
130812,2,1,1
130814,4,2,1
130815,1,1,1
130816,2,3,1
130817,2,3,1
130818,4,2,1
130819,1,1,1
130820,1,1,1
130821,0+,0+,0+
130826,1,1,1
130839,1,1,1
130843,1,1,1
130847,1,1,1
130853,1,1,1
130856,1,1,1
130859,0+,0+,0+
130875,1,1,1
130881,1,1,1
130883,1,1,1
130884,2,1,2+
130895,4,3,1
130900,1,1,1
130902,1,1,1
130906,1,1,1
130919,1,1,1
130920,1,1,1
130925,1,1,1
130926,1,1,1
130927,1,1,1
130928,1,1,1
130932,3,1,4+
130934,1,1,1
130937,1,1,1
130943,1,1,1
130944,1,1,1
130945,1,1,1
130955,1,1,1
130957,1,1,1
130958,2,1,2+
130959,2,1,4+
130961,1,1,1
130964,1,1,1
130965,1,1,1
130966,1,1,1
130967,1,1,1
130995,1,1,1
130998,2,3,1
131001,1,1,1
131002,1,1,1
131003,1,1,1
131011,1,1,1
131013,4,3,1
131024,1,1,1
131028,1,1,1
131033,1,5+,1
131051,4,3,1
131056,1,1,1
131058,1,1,1
131063,1,1,1
131066,1,1,1
131069,4,1,1
131073,1,1,1
131074,1,1,1
131112,1,1,1
131113,1,1,1
131115,1,1,1
131116,1,1,1
131117,1,1,1
131119,1,1,1
131120,1,1,1
131125,1,1,1
131127,4,1,1
131128,1,1,1
131129,0+,0+,0+
131136,1,1,1
131138,1,1,1
131139,1,1,1
131140,2,1,1
131145,1,1,1
131147,1,1,1
131149,1,1,1
131150,1,1,1
131152,1,1,1
131153,1,1,1
131154,1,1,1
131155,1,1,1
131156,1,1,1
131158,1,1,1
131159,1,1,1
131160,1,1,1
131161,1,1,1
131162,1,1,1
131165,4,3,1
131166,1,1,1
131168,1,1,1
131170,1,1,1
131184,4,4,6+
131186,2,1,1
131188,4,2,1
131192,1,1,1
131197,1,1,1
131198,0+,0+,0+
131213,1,1,1
131214,0+,0+,0+
131219,1,1,1
131222,1,1,1
131223,1,1,1
131224,3,2,1
131226,0+,0+,0+
131227,0+,0+,0+
131229,1,1,1
131230,3,4,1
131233,1,1,1
131239,0+,0+,0+
131240,1,1,1
131242,4,3,1
131243,1,1,1
131248,1,1,1
131249,1,1,1
131252,1,1,1
131253,0+,0+,0+
131263,1,1,1
131264,1,1,1
131265,1,1,1
131271,5,4,1
131272,1,1,1
131275,1,1,1
131277,1,1,1
131279,1,2,1
131280,1,1,1
131281,1,2,1
131283,1,1,1
131284,1,1,1
131289,1,1,1
131290,1,1,1
131291,1,1,1
131292,0+,0+,0+
131295,1,1,1
131296,1,1,1
131306,2,1,5
131308,1,1,1
131310,1,1,1
131317,1,1,1
131320,2,3,1
131322,1,1,1
131324,4,2,1
131327,1,1,1
131333,4,2,1
131336,1,1,1
131339,1,1,1
131340,1,1,1
131342,1,1,1
131349,3,2,1
131350,1,1,1
131356,1,1,1
131358,4,2,1
131359,1,1,1
131360,0+,0+,0+
131362,4,6,1
131364,1,2,1
131367,1,1,1
131369,0+,0+,0+
131386,4,3,1
131388,2,1,1
131392,1,1,1
131401,1,1,1
131402,1,1,1
131403,1,1,1
131404,4,3,1
131405,1,1,1
131407,1,1,1
131409,1,1,1
131411,1,1,1
131412,1,1,1
131413,2,1,1
131414,0+,0+,0+
131415,6,4,2
131417,1,1,1
131421,5,2,1
131433,0+,0+,0+
131434,1,1,1
131435,1,3,1
131436,2,1,1
131441,1,1,1
131442,0+,0+,0+
131451,3,1,1
131452,8,9,3
131453,1,1,1
131458,4,3,1
131476,1,1,1
131479,1,1,1
131482,4,3,1
131485,1,1,1
131488,8+,3,1
131490,1,1,1
131494,0+,0+,0+
131497,2,1,1
131501,1,1,1
131502,1,1,1
131503,1,1,1
131505,1,1,1
131506,1,1,1
131507,1,1,1
131508,1,1,1
131509,1,1,1
131515,0+,0+,0+
131518,0+,0+,0+
131526,4,2,1
131527,1,1,1
131528,1,1,1
131538,1,1,1
131553,1,1,1
131564,4,3,2
131565,1,3,1
131567,1,1,1
131576,1,1,1
131580,1,1,1
131582,1,1,1
131583,1,1,1
131584,3,2,1
131592,1,1,1
131606,1,1,1
131607,1,1,1
131610,1,1,1
131611,1,2,1
131618,1,1,1
131619,0+,0+,0+
131622,1,1,1
131623,1,2,1
131626,2,1,1
131627,1,1,1
131629,1,1,1
131630,1,1,1
131644,1,1,1
131645,1,1,1
131650,0+,0+,0+
131657,1,1,1
131658,1,1,1
131661,1,1,1
131665,2,1,1
131666,1,1,1
131667,1,1,1
131668,1,1,1
131669,1,1,1
131670,1,1,1
131671,1,1,1
131672,1,1,1
131676,2,3,1
131677,1,1,1
131678,1,1,1
131679,1,1,1
131680,1,1,1
131681,0+,0+,0+
131683,1,1,1
131685,1,1,1
131705,0+,0+,0+
131707,1,1,1
131712,5,4,2
131720,1,1,1
131728,1,1,1
131729,1,1,1
131732,1,1,1
131737,1,1,1
131738,1,1,1
131739,1,1,1
131740,1,1,1
131741,1,1,1
131742,1,1,1
131743,1,1,1
131744,1,1,1
131745,1,1,1
131746,1,1,1
131750,0+,0+,0+
131751,5,4,1
131753,1,1,1
131755,4,3,1
131758,1,1,1
131759,1,1,1
131775,1,1,1
131802,4,3,1
131805,1,1,1
131807,1,1,1
131816,3,3,1
131826,1,1,1
131828,1,1,1
131829,0+,0+,0+
131830,1,1,1
131834,1,1,1
131838,4,1,1
131841,1,1,1
131844,1,1,1
131847,1,1,1
131848,2,5,1
131850,1,1,1
131851,1,1,1
131852,1,1,1
131861,1,1,1
131865,0+,0+,0+
131867,4,3,1
131868,1,1,1
131869,2,3,1
131870,4,1,1
131874,1,2+,2+
131884,1,1,1
131885,1,1,1
131886,1,1,1
131887,1,1,1
131888,1,4,1
131889,1,1,1
131890,1,1,1
131892,4,3,5
131896,1,1,1
131898,1,1,1
131906,1,1,1
131918,1,1,1
131928,1,1,1
131929,1,1,1
131930,1,1,1
131931,0+,0+,0+
131932,1,1,1
131934,1,1,1
131935,1,1,1
131939,1,1,1
131943,1,1,1
131944,1,1,1
131946,0+,0+,0+
131947,1,1,1
131951,1,1,1
131958,4,2,1
131960,1,1,1
131961,0+,0+,0+
131962,1,1,1
131964,1,1,1
131970,1,1,1
131971,1,1,1
131972,2,1,1
131974,1,1,1
131977,1,1,1
131978,1,1,1
131985,0+,0+,0+
131990,1,1,1
131991,0+,0+,0+
131993,1,4,6+
131995,1,1,1
131996,0+,0+,0+
131997,0+,0+,0+
131998,0+,0+,0+
131999,0+,0+,0+
132004,1,1,1
132005,2,1,1
132007,1,1,1
132008,1,1,1
132009,0+,0+,0+
132014,3,2,5
132016,3,1,1
132020,1,1,2+
132021,2,4,1
132022,5,3,1
132023,1,1,1
132024,1,1,1
132026,1,1,1
132027,1,1,1
132029,1,1,1
132030,1,1,1
132031,1,1,1
132041,1,1,1
132059,2,1,1
132074,1,1,1
132075,1,1,1
132076,1,1,1
132077,1,1,1
132078,1,1,1
132081,1,1,1
132091,1,1,1
132092,1,1,1
132100,0+,0+,0+
132101,1,1,1
132102,1,3,1
132103,1,1,1
132105,0+,0+,0+
132107,1,1,1
132108,1,1,1
132109,1,1,1
132113,3,2,1
132117,1,1,1
132118,2,6,1
132120,3,2,1
132128,5,1,5+
132132,1,1,1
132136,0+,0+,0+
132137,1,1,1
132138,1,1,1
132142,1,1,1
132144,1,1,1
132146,4,3,1
132147,2,1,2+
132149,1,1,1
132150,5,3,1
132159,1,1,1
132169,2,1,1
132170,2,1,1
132178,2,1,1
132182,2,1,1
132189,1,1,1
132192,1,1,1
132195,8,10,1
132200,2,1,1
132201,1,1,1
132202,2,1,2+
132204,2,1,1
132205,1,1,1
132208,1,1,1
132222,1,1,1
132224,1,1,1
132225,1,1,1
132227,2,1,1
132233,4,1,1
132234,1,1,1
132244,1,1,1
132248,1,1,1
132249,1,1,1
132253,1,1,1
132255,0+,0+,0+
132260,1,1,1
132262,2,5,1
132263,1,1,1
132264,1,1,1
132265,0+,0+,0+
132269,1,1,1
132270,1,1,1
132271,0+,0+,0+
132272,0+,0+,0+
132273,0+,0+,0+
132275,0+,0+,0+
132279,0+,0+,0+
132281,0+,0+,0+
132288,0+,0+,0+
132302,1,1,1
132312,1,1,1
132313,1,1,1
132314,1,1,1
132319,1,1,1
132323,1,3,1
132324,1,4,1
132325,1,1,1
132327,1,1,1
132343,1,1,1
132345,1,1,1
132346,1,1,1
132349,0+,0+,0+
132352,1,1,1
132354,1,1,1
132359,1,1,1
132364,1,1,1
132370,1,1,1
132373,0+,0+,0+
132374,3,2,1
132375,1,1,1
132376,1,1,1
132377,2,2,1
132380,1,1,1
132399,2,2,6+
132410,1,1,1
132411,1,1,1
132412,0+,0+,0+
132413,5,3,1
132414,4,3,2
132415,1,1,1
132418,1,1,1
132420,1,1,1
132421,1,1,1
132422,2,1,1
132423,1,1,1
132424,1,1,1
132425,4,2,5+
132426,1,1,1
132427,1,1,1
132429,1,1,1
132430,2,4,1
132431,1,1,1
132432,1,1,1
132433,1,1,1
132434,1,1,1
132435,1,1,1
132436,3,2,1
132437,1,1,1
132439,1,1,1
132441,4,3,1
132442,2,1,1
132444,2,5,1
132445,3,4,4+
132447,3,2,1
132457,1,1,1
132460,0+,0+,0+
132461,7,3,1
132465,1,1,1
132466,2,3,1
132467,1,1,1
132470,1,1,1
132472,3,2,1
132475,0+,0+,0+
132476,1,1,1
132477,2,3,4+
132478,1,1,1
132479,1,1,1
132480,1,1,1
132481,1,1,1
132483,1,1,1
132488,1,1,1
132493,1,1,1
132496,1,1,1
132498,1,1,1
132499,1,1,1
132500,1,1,1
132501,1,1,1
132502,1,1,1
132503,1,1,1
132504,1,1,1
132505,1,1,1
132509,1,1,1
132519,2,1,1
132523,1,2,1
132524,5,3,1
132526,1,1,1
132530,4,3,1
132533,1,1,1
132536,1,2,1
132539,1,1,1
132541,1,1,1
132550,2,1,4+
132552,1,3,2
132553,4+,4,1
132554,1,1,1
132556,4,2,1
132557,1,1,1
132558,2,1,1
132559,6,1,1
132560,1,1,1
132561,1,1,1
132564,1,1,1
132568,1,1,1
132570,1,1,1
132572,0+,0+,0+
132574,4,4,1
132578,0+,0+,0+
132580,1,1,1
132581,1,1,1
132582,2,1,1
132583,1,1,1
132585,1,1,1
132586,0+,0+,0+
132590,1,1,1
132592,1,1,1
132594,1,1,1
132595,3,2,1
132596,1,1,1
132597,1,1,1
132602,1,1,1
132603,4,4+,1
132604,5,3,1
132605,6,1,1
132607,1,1,1
132611,2,1,1
132612,1,1,1
132613,1,1,1
132614,0+,0+,0+
132615,0+,0+,0+
132624,1,1,1
132625,1,1,1
132626,1,1,1
132627,0+,0+,0+
132628,1,1,1
132654,2,1,1
132657,1,1,1
132664,1,1,1
132668,1,1,1
132669,1,1,1
132671,1,1,1
132674,1,1,1
132675,1,1,1
132677,1,1,1
132679,1,1,1
132683,1,1,1
132684,1,1,1
132686,1,1,1
132687,1,1,1
132696,1,1,1
132697,1,1,1
132700,0+,0+,0+
132701,1,1,1
132703,1,1,1
132707,1,1,1
132712,0+,0+,0+
132713,0+,0+,0+
132716,1,1,1
132718,1,1,1
132720,1,1,1
132721,1,1,1
132723,0+,0+,0+
132724,1,1,1
132725,1,1,1
132726,1,1,1
132727,2,1,1
132734,1,1,1
132735,1,1,1
132736,1,1,1
132738,2,1,1
132739,1,1,1
132740,1,1,1
132747,1,1,1
132751,1,1,1
132756,1,1,1
132757,1,1,1
132763,1,1,1
132764,1,1,1
132771,1,1,1
132772,1,1,1
132779,0+,0+,0+
132780,15,8,1
132782,4,1,1
132783,1,1,1
132786,1,1,1
132788,1,1,1
132789,1,1,1
132790,0+,0+,0+
132791,0+,0+,0+
132792,1,1,1
132793,1,1,1
132794,1,1,1
132795,2,1,1
132797,1,1,1
132798,1,1,1
132800,1,1,1
132802,1,1,1
132804,1,1,1
132805,1,1,1
132806,1,1,1
132809,1,1,1
132812,1,1,1
132814,0+,0+,0+
132834,2,4+,1
132839,1,1,1
132846,1,1,1
132853,1,1,1
132858,1,1,1
132859,1,1,1
132860,4,2,1
132863,1,1,1
132864,1,1,1
132866,1,1,1
132888,1,1,1
132890,1,1,1
132891,1,1,1
132893,1,1,1
132900,5,1,1
132902,0+,0+,0+
132946,1,1,1
132947,3,1,4+
132949,1,1,1
132952,1,1,1
132953,1,1,1
132957,1,1,1
132959,3,5,5+
132972,1,1,1
132975,4,1,4+
132976,1,1,1
132980,1,1,1
132981,1,1,1
132983,1,1,1
132987,1,1,1
132996,1,1,1
133010,1,1,1
133011,3,1,1
133014,1,1,1
133021,0+,0+,0+
133025,1,1,1
133026,1,1,1
133027,0+,0+,0+
133042,2,1,1
133043,1,1,1
133049,1,1,1
133051,1,1,1
133069,1,1,1
133071,0+,0+,0+
133072,0+,0+,0+
133074,1,1,1
133075,1,1,1
133078,1,1,1
133079,1,1,1
133102,1,1,1
133118,1,1,1
133130,1,1,1
133132,4,1,1
133133,1,1,1
133135,2,1,2+
133136,1,1,1
133137,1,1,1
133142,0+,0+,0+
133148,0+,0+,0+
133149,2,1,1
133156,1,2,1
133157,1,1,1
133162,0+,0+,0+
133167,2,1,1
133168,0+,0+,0+
133176,1,1,1
133177,1,1,1
133205,1,1,1
133206,0+,0+,0+
133207,0+,0+,0+
133209,0+,0+,0+
133210,0+,0+,0+
133211,1,1,1
133212,1,1,1
133215,1,1,1
133227,0+,0+,0+
133230,1,1,1
133232,0+,0+,0+
133233,4,1,6+
133239,2,1,6+
133240,1,1,1
133242,1,1,1
133243,2,1,2+
133244,2,1,1
